Rank,Player,ELO,Games,Wins,Win Rate,Peak,Last
-,Mohammad+8142,1239.7859307884908,0,0.0,0.0%,1240,0
-,Napalminthebirdsong+5528,1238.9965425640507,0,0.0,0.0%,1239,0
53,Daniel+9756,1238.3795139391536,13,3.0,23.1%,1263,-9
54,Salitance+3491,1237.9455382971441,39,8.5,21.8%,1263,+19
-,CommonGibbon+5852,1236.169333198874,1,0.0,0.0%,1254,-21
55,SpaceNugget+7305,1235.5358927849718,94,22.0,23.4%,1255,+13
56,ermactually+9395,1234.7067902137233,19,6.0,31.6%,1258,+17
-,DanzigMF+6351,1234.101963239193,0,0.0,0.0%,1234,0
-,KuperMeister+8518,1233.9211039117893,0,0.0,0.0%,1234,0
-,Furry0329+6442,1233.7045293050116,0,0.0,0.0%,1234,0
-,Dakrol+756,1233.661085718658,4,1.0,25.0%,1269,-16
-,sontei5+3678,1233.4806740897513,8,2.5,31.2%,1240,-9
-,Ptitmxz+6986,1232.8243570735067,0,0.0,0.0%,1233,0
-,Nickpappa+2149,1232.7102790338436,1,1.0,100.0%,1233,+63
-,Octavius+8289,1232.6305707118345,0,0.0,0.0%,1233,0
57,Klishu+3272,1232.5762422801536,24,7.5,31.2%,1257,+23
58,Sodaface+4859,1230.3457813256928,48,12.0,25.0%,1284,-5
-,Alineak+5371,1230.308036906231,7,2.0,28.6%,1290,-10
-,ominouscat+4065,1230.2140781172084,1,0.0,0.0%,1249,-21
-,dravortex+5198,1230.1243873681915,4,1.0,25.0%,1230,+62
-,SlickAngel+9821,1230.0866194804626,1,0.0,0.0%,1242,-14
-,udon66+6395,1229.920120072325,0,0.0,0.0%,1230,0
-,Extortionator+4951,1229.8219218582226,9,3.0,33.3%,1273,-11
-,LHlegend+5313,1228.5468021242848,2,1.0,50.0%,1229,+56
-,HungryJeff+6786,1227.6166630790703,0,0.0,0.0%,1228,0
-,StoneOfShame+5048,1227.4413628792436,4,1.0,25.0%,1236,-11
-,hakoo,1225.6464615978516,0,0.0,0.0%,1226,0
-,MylesMoose+6850,1224.6605223531349,2,0.0,0.0%,1235,-6
-,fadingnovel+7335,1224.3076632141076,0,0.0,0.0%,1224,0
59,lumpyprol+3206,1223.8578036006284,25,5.0,20.0%,1284,-9
60,tjudge+8299,1223.7447059196766,10,2.0,20.0%,1351,-23
61,solisofmistrel+7075,1223.5091805390782,14,3.0,21.4%,1286,-7
-,RustySpruce+2483,1223.4106061610662,0,0.0,0.0%,1223,0
-,RootingForYou+7246,1223.0339112869658,4,1.0,25.0%,1238,-17
-,BuliBaka+6658,1222.60921414684,0,0.0,0.0%,1223,0
-,TAKSpx+9156,1222.2752980200346,0,0.0,0.0%,1222,0
-,KFull+1226,1222.173633401309,0,0.0,0.0%,1222,0
-,AERotters+5277,1221.1005596271846,6,1.0,16.7%,1221,+46
-,TheDolphinman+2630,1220.765084423036,0,0.0,0.0%,1221,0
-,Perdita+9449,1220.5500511602515,0,0.0,0.0%,1221,0
-,Acecreamsundae+1472,1220.3288540181163,0,0.0,0.0%,1220,0
-,Sjepeal+9206,1219.7842356013273,0,0.0,0.0%,1220,0
-,Bengal3+6710,1219.1560454473538,0,0.0,0.0%,1219,0
-,Niruu+622,1216.6432204562957,0,0.0,0.0%,1217,0
-,wearegang+8837,1216.380649872064,3,1.0,33.3%,1252,-23
-,ImJustExisting+9170,1215.7702297944984,0,0.0,0.0%,1216,0
62,ChrisW0022+717,1215.739701491898,10,3.0,30.0%,1313,-20
-,Bodnamax+6783,1213.7361535574405,0,0.0,0.0%,1214,0
-,weirdone+8473,1211.9392058400076,1,0.0,0.0%,1233,-23
-,PacificCold+7409,1210.0473995838825,5,1.0,20.0%,1240,-18
-,BetterPools+6450,1209.92544842376,0,0.0,0.0%,1210,0
-,ionou21+8459,1209.8037227711368,2,0.0,0.0%,1257,-25
-,Odinius+897,1209.593562623769,1,1.0,100.0%,1210,+56
-,tlstmdgk+4635,1209.4437639465532,5,1.0,20.0%,1225,-17
-,Daz257+7505,1209.287637272777,0,0.0,0.0%,1209,0
-,BjarkeHuse+2923,1208.9824655350196,0,0.0,0.0%,1209,0
-,MagZeppelin+4248,1208.5476852470701,3,0.0,0.0%,1244,-15
-,StatzoryTheMad+7951,1208.015715656143,0,0.0,0.0%,1208,0
63,Peppy+6321,1207.2512139675734,18,2.0,11.1%,1319,-12
-,Riverman+1204,1207.0734249556238,7,2.0,28.6%,1230,-11
64,AroN64+3271,1205.4570928935527,25,5.0,20.0%,1222,-7
-,LutherStr+1358,1205.1976654969994,0,0.0,0.0%,1205,0
-,Musicalwoofy+7712,1205.1757075347962,2,0.0,0.0%,1221,-7
65,TreyTheNomad+8345,1204.1361446320777,15,3.0,20.0%,1245,-4
66,Vak123+5225,1203.1669020749785,17,4.0,23.5%,1242,+26
-,ToughHazelnut+1523,1201.7572331370502,0,0.0,0.0%,1202,0
-,Temperz87+4696,1201.6562665912356,0,0.0,0.0%,1202,0
-,ColPop+9146,1201.488866219548,0,0.0,0.0%,1201,0
-,pheobii+5175,1200.4437560256442,0,0.0,0.0%,1200,0
-,Intraceptor+5437,1200.4289439156037,1,0.0,0.0%,1207,-9
-,Hydro033+5014,1197.8712515945142,0,0.0,0.0%,1198,0
-,fbd117+324,1196.7688409405837,0,0.0,0.0%,1197,0
-,AlixerGames+7651,1195.16873138819,1,0.0,0.0%,1200,-7
-,5FactionsGame+95,1195.1491818350971,1,0.0,0.0%,1200,-7
-,BMPerJMPer+9145,1194.989947229207,33,4.0,12.1%,1303,-7
-,Tyr11+4081,1194.3655478693483,10,2.0,20.0%,1200,+50
-,Spinz+3455,1193.757307577834,1,0.0,0.0%,1200,-9
-,sda1611+3493,1193.756919454477,0,0.0,0.0%,1194,0
-,Fidss+3013,1193.0578400575537,1,0.0,0.0%,1200,-9
-,Tagatu+7056,1192.7797898315443,0,0.0,0.0%,1193,0
-,BerkayKARSLI+2217,1192.520992648553,1,0.0,0.0%,1200,-10
-,Axolatal,1192.5179856945117,0,0.0,0.0%,1193,0
-,FausDav+5901,1191.8592810652078,0,0.0,0.0%,1192,0
-,deriokle+4319,1191.7637868157017,0,0.0,0.0%,1192,0
-,Karcher+6280,1191.700798628999,0,0.0,0.0%,1192,0
-,SMenefee+4066,1191.488715645794,0,0.0,0.0%,1191,0
-,Anton+562,1191.30183357243,0,0.0,0.0%,1191,0
-,justagoobyguy+884,1191.0794078258423,1,0.0,0.0%,1200,-11
-,RiverKawaii+4578,1190.7855085268409,0,0.0,0.0%,1191,0
-,ExecutedByGromp+3925,1190.729729542367,0,0.0,0.0%,1191,0
-,Cutoopen+2335,1190.6267908133573,0,0.0,0.0%,1191,0
-,Traestaree+7134,1190.4272078635934,0,0.0,0.0%,1190,0
-,MisterGume+9687,1190.3253772554217,0,0.0,0.0%,1190,0
-,Olymp+9823,1190.3093137960122,0,0.0,0.0%,1190,0
-,Xerof+7582,1190.2389708328342,0,0.0,0.0%,1190,0
-,tobin+8390,1189.957619159988,0,0.0,0.0%,1190,0
-,Yojimbo+9872,1189.9221226107702,0,0.0,0.0%,1190,0
-,ChusGG+6807,1189.635703503322,0,0.0,0.0%,1190,0
-,halzyen+4113,1189.570306925886,0,0.0,0.0%,1190,0
-,GameProfit+8226,1189.4885048583317,0,0.0,0.0%,1189,0
-,creapy01+439,1189.4299653350663,1,0.5,50.0%,1189,+25
-,Mariv+2352,1189.2838239427865,0,0.0,0.0%,1189,0
-,Mati92+4633,1189.2290269633493,0,0.0,0.0%,1189,0
-,BalintusMaxi+1951,1188.9754280885468,1,0.0,0.0%,1200,-13
-,shurgs+6277,1188.970425915199,0,0.0,0.0%,1189,0
-,LittleHalo+9882,1188.7444885026564,0,0.0,0.0%,1189,0
-,Starcore6+817,1188.73285273404,0,0.0,0.0%,1189,0
-,DarkOwl+5198,1188.6338145542547,0,0.0,0.0%,1189,0
-,Liunard0+6844,1188.5917940035727,1,0.0,0.0%,1200,-14
-,Yoten+6060,1188.523809429104,1,0.0,0.0%,1200,-14
-,FaceofEvil+8545,1188.236583352583,1,0.0,0.0%,1200,-14
-,sedlak87+8418,1188.2332090003858,0,0.0,0.0%,1188,0
-,vanillapoppy+9303,1188.0547892886443,0,0.0,0.0%,1188,0
-,secretpaths+8130,1187.997177978153,0,0.0,0.0%,1188,0
-,407207+8539,1187.8602406107807,1,0.0,0.0%,1200,-14
-,ArionGekkota+7361,1187.8150472126497,0,0.0,0.0%,1188,0
-,Shadyferret+9636,1187.7004178831412,0,0.0,0.0%,1188,0
-,Dandel+3128,1187.672117748984,49,12.0,24.5%,1252,-4
-,Wrathbone+7116,1187.669632224685,7,1.0,14.3%,1222,-7
-,Lynxtek+4186,1187.5981974296562,0,0.0,0.0%,1188,0
-,Shuuhey+6535,1187.1955541165878,0,0.0,0.0%,1187,0
-,bobbyknuckles+6793,1187.1826015485035,1,0.0,0.0%,1200,-15
-,clp10033+4124,1187.002370442691,0,0.0,0.0%,1187,0
-,LittleHalo+9982,1186.935180722994,0,0.0,0.0%,1187,0
-,Boyloytt+1082,1186.8178429268694,1,0.0,0.0%,1200,-15
-,SimulatedBeehive+1517,1186.785060338379,0,0.0,0.0%,1187,0
-,Libitina114+7177,1186.5759319707895,0,0.0,0.0%,1187,0
-,Akriuss+573,1186.3114059233728,0,0.0,0.0%,1186,0
-,ChrD99+1022,1186.1999252743692,0,0.0,0.0%,1186,0
-,WyvernElement+1816,1185.9409348511986,0,0.0,0.0%,1186,0
-,jaydo+8665,1185.938809940849,1,0.0,0.0%,1200,-16
-,Rhyno+5128,1185.919468493248,0,0.0,0.0%,1186,0
-,Raineweather05+2319,1185.671415308601,0,0.0,0.0%,1186,0
-,FelipeRocha+9451,1185.426229197815,0,0.0,0.0%,1185,0
-,kantokillum+4642,1185.4039869887079,1,0.0,0.0%,1200,-17
-,mysti+7857,1185.3123977653102,0,0.0,0.0%,1185,0
-,Petitparapluie+4451,1185.1336265428836,1,0.0,0.0%,1200,-17
-,balonthebold+1851,1185.1209182884652,0,0.0,0.0%,1185,0
-,StrikeOrca+4455,1185.0764598879512,0,0.0,0.0%,1185,0
-,mwcrabtree,1185.0695808147543,0,0.0,0.0%,1185,0
-,BLULOBSTR+1510,1184.9726356885476,0,0.0,0.0%,1185,0
-,tubaking+4200,1184.945383974229,0,0.0,0.0%,1185,0
-,TurtleJawz+3309,1184.742779545146,0,0.0,0.0%,1185,0
-,Pi314+6815,1184.705527538337,0,0.0,0.0%,1185,0
-,cookain+4752,1184.6996182722087,1,0.0,0.0%,1200,-18
-,ThoseTeeff+4061,1184.6251303557297,0,0.0,0.0%,1185,0
-,MunkeyBrewster+2527,1184.5746983460233,10,1.0,10.0%,1212,-6
-,chosennuttso,1184.5009725017178,0,0.0,0.0%,1185,0
-,Nuttsy+5282,1184.5009725017178,0,0.0,0.0%,1185,0
-,Julien+5506,1184.5009725017178,0,0.0,0.0%,1185,0
-,HoosierDaddy+4463,1184.4615061667082,0,0.0,0.0%,1184,0
-,stxr444+8143,1184.3951379834684,0,0.0,0.0%,1184,0
-,Akayami+8372,1184.3269267601456,0,0.0,0.0%,1184,0
-,lgtw3450+6602,1184.285679904671,0,0.0,0.0%,1184,0
-,Hammad+766,1184.124819664365,0,0.0,0.0%,1184,0
-,DegenerateIan+7146,1184.068307366049,0,0.0,0.0%,1184,0
-,Clink+5884,1184.0243838181002,0,0.0,0.0%,1184,0
-,Demand+3288,1184.0243838181002,0,0.0,0.0%,1184,0
-,Lambo+7524,1183.990239724959,2,0.0,0.0%,1204,-4
-,Quisyo+8653,1183.820642972473,0,0.0,0.0%,1184,0
-,AJIJIi,1183.6446922961093,0,0.0,0.0%,1184,0
-,FungusMouse+7883,1183.4591830708862,0,0.0,0.0%,1183,0
-,CroCroCro+9495,1183.4371361687126,0,0.0,0.0%,1183,0
-,sasquatch+9509,1183.3783590806456,0,0.0,0.0%,1183,0
-,pikeline+9847,1183.3605853623685,0,0.0,0.0%,1183,0
-,Wolvane+1704,1183.3227087845466,0,0.0,0.0%,1183,0
-,Azdontek+1234,1183.185464090678,0,0.0,0.0%,1183,0
-,Welllll+4899,1183.185464090678,0,0.0,0.0%,1183,0
-,micherin+7972,1183.0911183332073,0,0.0,0.0%,1183,0
-,GAFE15+7357,1182.998988252765,0,0.0,0.0%,1183,0
-,yoyot1+5057,1182.93305099333,0,0.0,0.0%,1183,0
-,StellarHermit+3326,1182.893909676431,0,0.0,0.0%,1183,0
-,Lucat+9382,1182.5833984405415,0,0.0,0.0%,1183,0
-,ForkMaster+8694,1182.3159296535289,0,0.0,0.0%,1182,0
-,Bodoby+7221,1182.295595721406,1,0.0,0.0%,1200,-20
-,catscat+1327,1182.2331237379722,0,0.0,0.0%,1182,0
-,kesitron+187,1182.1104620445783,0,0.0,0.0%,1182,0
-,pigdog+4355,1182.104725749111,0,0.0,0.0%,1182,0
-,Rachel997,1181.8131038762167,0,0.0,0.0%,1182,0
-,Fluffy+189,1181.7454679202808,0,0.0,0.0%,1182,0
-,WWren+25,1181.4059084657206,0,0.0,0.0%,1181,0
-,MelodiCat+8385,1181.3801106951762,0,0.0,0.0%,1181,0
-,Vitsky+1201,1181.327311490137,1,0.0,0.0%,1183,-4
-,languished+3352,1181.287470518616,1,0.0,0.0%,1200,-21
-,Plasma+7413,1181.209988851646,0,0.0,0.0%,1181,0
-,bigcathedral+1133,1181.0202623610378,0,0.0,0.0%,1181,0
-,Nukeypookie+8195,1180.7709018848184,1,0.0,0.0%,1200,-22
-,evancomposer+2898,1180.6487394693702,0,0.0,0.0%,1181,0
-,elmoo+6190,1180.3009227317398,1,0.0,0.0%,1200,-22
-,Actionman2222+4303,1180.1267367261946,0,0.0,0.0%,1180,0
-,Gibbs+3656,1180.1267367261946,0,0.0,0.0%,1180,0
-,CaptainBork+7195,1179.6523526045496,0,0.0,0.0%,1180,0
-,ConeMan+3213,1179.5636728848392,0,0.0,0.0%,1180,0
-,scaled+326,1179.2947863757736,0,0.0,0.0%,1179,0
-,Roldan+1152,1179.2759355258345,0,0.0,0.0%,1179,0
-,KorbohneD+2930,1179.2729095536222,1,0.0,0.0%,1200,-23
-,Coyote+3057,1179.2241764109347,1,0.0,0.0%,1200,-23
-,BuckeyeNation+0,1179.0393551481466,0,0.0,0.0%,1179,0
-,themikeman+4306,1178.6223748837474,0,0.0,0.0%,1179,0
-,QuixArtagnan+7824,1178.5799366246442,0,0.0,0.0%,1179,0
-,GuyNXS+7023,1178.5567065258683,0,0.0,0.0%,1179,0
-,2eaasley+6663,1178.0472208762951,0,0.0,0.0%,1178,0
-,aaronmaik88+3890,1178.0472208762951,0,0.0,0.0%,1178,0
-,EmbryoticDeth,1177.613943538052,0,0.0,0.0%,1178,0
-,MrRiceGuy+5849,1177.567228443005,0,0.0,0.0%,1178,0
-,CocoMocoMan+3134,1177.557128441345,1,0.0,0.0%,1188,-13
-,bluegill+307,1177.406479770938,17,3.0,17.6%,1262,-2
-,icedryst+7492,1177.2658871157985,2,0.0,0.0%,1200,-11
-,wherestonks+4878,1177.136707459978,0,0.0,0.0%,1177,0
-,Cuagodking+3670,1177.0927388691782,0,0.0,0.0%,1177,0
-,Jrealz+6381,1177.067479123656,1,0.0,0.0%,1200,-25
-,RFMerlo+6470,1176.509307966452,0,0.0,0.0%,1177,0
-,Gemnait999+9712,1176.463479965703,1,0.0,0.0%,1200,-26
-,Starhasfallen+2910,1176.008706781878,3,0.0,0.0%,1200,-8
-,Nierxlelx+7709,1175.4999409622335,0,0.0,0.0%,1175,0
-,DanielJeun+8467,1175.112110961383,0,0.0,0.0%,1175,0
-,FamilyTuber+3701,1175.082892342252,2,0.0,0.0%,1197,-10
-,MrMushroomMan+3221,1174.3966147919625,63,10.0,15.9%,1200,+15
-,Rootenthusiast+6637,1174.2536486535178,0,0.0,0.0%,1174,0
-,Hasan+1782,1174.1844762106873,1,0.0,0.0%,1184,-13
-,Oriol+2638,1174.0380128968025,1,0.0,0.0%,1190,-19
-,Jsn13+1881,1173.9358363383772,1,0.0,0.0%,1200,-28
-,Lufire+7855,1173.779805296206,0,0.0,0.0%,1174,0
-,SH4KY+5929,1173.5231946347506,2,0.0,0.0%,1200,-18
-,jrbuck+1316,1173.0190664417566,2,0.0,0.0%,1200,-21
-,TenchRinggold+1755,1172.739700028448,0,0.0,0.0%,1173,0
-,benruff+449,1172.624512778689,0,0.0,0.0%,1173,0
-,LegendsAbyss+6443,1172.3165898263906,2,0.0,0.0%,1200,-15
-,Logan+7771,1171.6757707864363,2,0.0,0.0%,1200,-16
-,GamerTower+410,1171.6539876633392,0,0.0,0.0%,1172,0
-,RedPanda+336,1171.5765830369307,0,0.0,0.0%,1172,0
-,Hazelnut19+2913,1171.4909554332296,0,0.0,0.0%,1171,0
-,goodgamepat+6980,1171.2733397096174,0,0.0,0.0%,1171,0
-,Komasan+7739,1170.4993139138185,0,0.0,0.0%,1170,0
-,ImEpy+9148,1170.3114348535607,0,0.0,0.0%,1170,0
-,PajaroTronador+9221,1170.2559658977293,0,0.0,0.0%,1170,0
-,Alexispc+6921,1170.1349765039038,0,0.0,0.0%,1170,0
-,Lante+1268,1170.0759221007916,0,0.0,0.0%,1170,0
-,Alienduck+9763,1169.8787671247194,2,0.0,0.0%,1200,-11
-,FRITZIE+6336,1169.5719450328822,2,0.0,0.0%,1200,-15
-,DanielDandaniel+7434,1169.451389073632,0,0.0,0.0%,1169,0
